id_proceso,entidad,tipo_procedimiento,objeto,descripcion,estado,fecha_convocatoria,fecha_adjudicacion,dias_convocatoria_adjudicacion,n_postores,monto_referencial,monto_adjudicado,proveedor_adjudicado,fuente
PROC-2018-00504,PRONIED,Contratación Directa,Servicio,Servicio para PRONIED — paquete 4,Cancelado,2023-11-11,,,3,746294.45,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00505,Ministerio del Interior,Contratación Directa,Servicio,Servicio para Interior — paquete 5,Adjudicado,2024-04-14,2024-05-17,33,5,493560.04,430673.52,Proveedor K32,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00506,Ministerio de Salud,Contratación Directa,Bien,Bien para Salud — paquete 6,Adjudicado,2019-12-28,2020-03-11,74,6,608005.31,571021.97,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00507,Ministerio de Educación,Subasta Inversa Electrónica,Obra,Obra para Educación — paquete 7,Adjudicado,2018-02-22,2018-04-11,48,3,345062.62,323638.45,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00508,Ministerio del Interior,Contratación Directa,Bien,Bien para Interior — paquete 8,Desierto,2025-10-29,,,4,1071815.39,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00509,Ministerio del Interior,Comparación de Precios,Bien,Bien para Interior — paquete 9,Adjudicado,2018-03-21,2018-04-27,37,3,44859.87,40581.3,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00510,Ministerio de Salud,Concurso Público,Servicio,Servicio para Salud — paquete 10,Adjudicado,2024-06-12,2024-08-17,66,3,1616015.18,1471934.78,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00511,Municipalidad Provincial de Arequipa,Licitación Pública,Servicio,Servicio para Arequipa — paquete 11,En convocatoria,2022-10-14,,,4,4838877.9,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00512,PRONIED,Licitación Pública,Servicio,Servicio para PRONIED — paquete 12,Adjudicado,2018-01-07,2018-02-02,26,1,1224714.44,1029747.13,Proveedor R52,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00513,EsSalud,Comparación de Precios,Bien,Bien para EsSalud — paquete 13,Adjudicado,2019-10-23,2019-11-28,36,1,151064.48,127373.13,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00514,Ministerio de Educación,Adjudicación Simplificada,Bien,Bien para Educación — paquete 14,Desierto,2019-06-17,,,4,128078.12,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00515,Gobierno Regional de Cusco,Subasta Inversa Electrónica,Bien,Bien para Cusco — paquete 15,Desierto,2018-07-16,,,0,260111.42,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00516,Gobierno Regional de Lima,Comparación de Precios,Servicio,Servicio para Lima — paquete 16,Desierto,2022-09-25,,,2,53738.27,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00517,Gobierno Regional de Lima,Subasta Inversa Electrónica,Bien,Bien para Lima — paquete 17,Adjudicado,2019-01-09,2019-02-14,36,2,97616.95,81686.27,Proveedor F15,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00518,EsSalud,Licitación Pública,Bien,Bien para EsSalud — paquete 18,Nulo,2020-09-02,,,1,3746353.23,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00519,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Obra,Obra para Arequipa — paquete 19,Adjudicado,2020-12-30,2021-01-06,7,3,404162.79,352340.28,Proveedor K30,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00520,PRONIED,Comparación de Precios,Servicio,Servicio para PRONIED — paquete 20,Cancelado,2018-04-09,,,2,105638.68,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00521,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 21,Adjudicado,2020-09-11,2020-10-20,39,3,113097.1,104676.84,Proveedor B5,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00522,SEDAPAL,Contratación Directa,Servicio,Servicio para SEDAPAL — paquete 22,Adjudicado,2022-11-20,2023-01-05,46,7,440760.16,429138.73,Proveedor B3,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00523,Municipalidad de Trujillo,Adjudicación Simplificada,Bien,Bien para Trujillo — paquete 23,Adjudicado,2022-07-05,2022-08-01,27,3,399113.85,337584.44,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00524,Gobierno Regional de Cusco,Selección de Consultores Individuales,Obra,Obra para Cusco — paquete 24,Adjudicado,2022-05-06,2022-05-23,17,3,134264.7,118490.75,Proveedor L35,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00525,SEDAPAL,Adjudicación Simplificada,Obra,Obra para SEDAPAL — paquete 25,En convocatoria,2025-02-04,,,3,197119.68,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00526,Gobierno Regional de Lima,Licitación Pública,Servicio,Servicio para Lima — paquete 26,Adjudicado,2019-08-13,2019-10-06,54,2,1144099.8,1066005.34,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00527,PRONIED,Licitación Pública,Bien,Bien para PRONIED — paquete 27,Desierto,2020-12-03,,,2,3921010.44,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00528,Ministerio del Interior,Concurso Público,Obra,Obra para Interior — paquete 28,Adjudicado,2023-05-26,2023-06-15,20,2,1183782.22,989542.0,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00529,Ministerio de Salud,Contratación Directa,Bien,Bien para Salud — paquete 29,Adjudicado,2019-06-22,2019-07-31,39,9,787636.43,673173.23,Proveedor T58,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00530,EsSalud,Contratación Directa,Bien,Bien para EsSalud — paquete 30,Adjudicado,2020-06-14,2020-07-28,44,3,585791.15,519177.49,Proveedor B4,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00531,SEDAPAL,Comparación de Precios,Bien,Bien para SEDAPAL — paquete 31,Nulo,2022-08-15,,,7,150948.17,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00532,Municipalidad de Trujillo,Adjudicación Simplificada,Bien,Bien para Trujillo — paquete 32,Adjudicado,2023-09-13,2023-09-22,9,4,258135.3,253731.88,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00533,Municipalidad de Trujillo,Licitación Pública,Consultoría de Obra,Consultoría de Obra para Trujillo — paquete 33,Adjudicado,2018-01-07,2018-01-17,10,5,3449203.2,2932661.62,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00534,Municipalidad de Trujillo,Adjudicación Simplificada,Bien,Bien para Trujillo — paquete 34,Adjudicado,2021-02-15,2021-04-02,46,2,515035.0,469207.25,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00535,Municipalidad de Trujillo,Adjudicación Simplificada,Servicio,Servicio para Trujillo — paquete 35,Adjudicado,2021-01-28,2021-02-20,23,3,410547.9,375726.58,Proveedor B4,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00536,PRONIED,Concurso Público,Bien,Bien para PRONIED — paquete 36,Adjudicado,2020-07-21,2020-09-19,60,5,1770701.9,1587411.27,Proveedor K30,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00537,SEDAPAL,Adjudicación Simplificada,Bien,Bien para SEDAPAL — paquete 37,Desierto,2020-07-15,,,1,356284.71,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00538,EsSalud,Adjudicación Simplificada,Bien,Bien para EsSalud — paquete 38,Adjudicado,2024-09-22,2024-10-26,34,8,448005.86,429604.18,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00539,Ministerio de Salud,Selección de Consultores Individuales,Obra,Obra para Salud — paquete 39,Adjudicado,2021-02-05,2021-03-18,41,3,56965.63,49410.67,Proveedor L34,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00540,Ministerio del Interior,Adjudicación Simplificada,Obra,Obra para Interior — paquete 40,Nulo,2022-10-24,,,3,417488.4,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00541,Municipalidad Provincial de Arequipa,Subasta Inversa Electrónica,Servicio,Servicio para Arequipa — paquete 41,Adjudicado,2018-05-29,2018-07-17,49,3,166005.78,162556.06,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00542,Ministerio del Interior,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para Interior — paquete 42,Adjudicado,2024-02-17,2024-03-02,14,4,410229.49,385035.35,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00543,Gobierno Regional de Lima,Selección de Consultores Individuales,Bien,Bien para Lima — paquete 43,Adjudicado,2022-06-07,2022-07-20,43,2,48106.62,46104.36,Proveedor F15,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00544,Municipalidad Provincial de Arequipa,Concurso Público,Servicio,Servicio para Arequipa — paquete 44,Adjudicado,2020-12-18,2021-02-23,67,6,1687542.83,1679453.61,Proveedor G19,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00545,Municipalidad Provincial de Arequipa,Subasta Inversa Electrónica,Bien,Bien para Arequipa — paquete 45,Adjudicado,2022-12-28,2023-02-11,45,3,294293.0,256175.85,Proveedor B5,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00546,PRONIED,Adjudicación Simplificada,Servicio,Servicio para PRONIED — paquete 46,Adjudicado,2024-01-29,2024-03-17,48,6,509582.16,440540.76,Proveedor B5,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00547,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 47,Desierto,2023-12-29,,,5,166772.23,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00548,EsSalud,Contratación Directa,Obra,Obra para EsSalud — paquete 48,Adjudicado,2024-11-09,2025-01-04,56,1,420722.06,414862.09,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00549,Ministerio de Educación,Contratación Directa,Bien,Bien para Educación — paquete 49,Adjudicado,2025-08-27,2025-09-27,31,5,898088.84,807338.77,Proveedor H23,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00550,Municipalidad Provincial de Arequipa,Licitación Pública,Bien,Bien para Arequipa — paquete 0,Adjudicado,2024-02-03,2024-03-25,51,4,4126809.42,3614353.74,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00551,EsSalud,Comparación de Precios,Obra,Obra para EsSalud — paquete 1,En convocatoria,2020-11-01,,,1,163629.81,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00552,SEDAPAL,Licitación Pública,Obra,Obra para SEDAPAL — paquete 2,Adjudicado,2024-01-29,2024-03-08,39,1,5111304.39,4410281.33,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00553,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Bien,Bien para Arequipa — paquete 3,Adjudicado,2023-04-01,2023-04-08,7,3,273001.52,240345.75,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00554,SEDAPAL,Selección de Consultores Individuales,Obra,Obra para SEDAPAL — paquete 4,Desierto,2020-08-10,,,1,134729.17,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00555,EsSalud,Contratación Directa,Bien,Bien para EsSalud — paquete 5,Cancelado,2021-07-14,,,3,399248.74,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00556,Gobierno Regional de Lima,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para Lima — paquete 6,Adjudicado,2018-01-26,2018-02-02,7,1,272222.17,246368.98,Proveedor K32,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00557,Ministerio de Salud,Contratación Directa,Bien,Bien para Salud — paquete 7,Adjudicado,2019-09-20,2019-09-27,7,1,724926.3,652000.64,Proveedor M37,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00558,SEDAPAL,Contratación Directa,Bien,Bien para SEDAPAL — paquete 8,Adjudicado,2019-01-27,2019-04-04,67,3,509303.79,437978.09,Proveedor B3,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00559,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 9,Adjudicado,2025-02-09,2025-03-17,36,4,312453.68,276412.5,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00560,EsSalud,Adjudicación Simplificada,Servicio,Servicio para EsSalud — paquete 10,Adjudicado,2025-05-20,2025-07-02,43,3,383203.17,317276.37,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00561,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 11,Adjudicado,2023-12-19,2024-02-23,66,2,285923.24,279129.26,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00562,Ministerio del Interior,Selección de Consultores Individuales,Bien,Bien para Interior — paquete 12,Cancelado,2020-03-21,,,4,39727.15,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00563,Gobierno Regional de Lima,Adjudicación Simplificada,Bien,Bien para Lima — paquete 13,En convocatoria,2025-07-15,,,3,422435.19,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00564,Gobierno Regional de Lima,Contratación Directa,Bien,Bien para Lima — paquete 14,Desierto,2019-11-26,,,1,684179.24,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00565,Gobierno Regional de Cusco,Licitación Pública,Bien,Bien para Cusco — paquete 15,Adjudicado,2024-07-26,2024-08-23,28,6,2823491.07,2518944.35,Proveedor G18,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00566,Ministerio de Educación,Subasta Inversa Electrónica,Bien,Bien para Educación — paquete 16,Desierto,2024-02-12,,,4,272559.76,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00567,Gobierno Regional de Cusco,Subasta Inversa Electrónica,Servicio,Servicio para Cusco — paquete 17,En convocatoria,2025-05-03,,,3,322237.57,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00568,PRONIED,Subasta Inversa Electrónica,Bien,Bien para PRONIED — paquete 18,En convocatoria,2023-11-18,,,4,359991.27,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00569,Ministerio de Educación,Contratación Directa,Bien,Bien para Educación — paquete 19,Adjudicado,2019-01-09,2019-01-16,7,5,225529.05,187068.8,Proveedor B5,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00570,Municipalidad de Trujillo,Concurso Público,Bien,Bien para Trujillo — paquete 20,Adjudicado,2018-02-04,2018-02-28,24,5,1958775.87,1711266.28,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00571,Ministerio de Salud,Contratación Directa,Bien,Bien para Salud — paquete 21,En convocatoria,2018-02-15,,,1,786469.1,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00572,EsSalud,Contratación Directa,Bien,Bien para EsSalud — paquete 22,Adjudicado,2025-10-15,2025-12-09,55,3,783183.32,771599.68,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00573,Ministerio del Interior,Adjudicación Simplificada,Bien,Bien para Interior — paquete 23,Desierto,2019-08-03,,,6,467128.31,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00574,EsSalud,Adjudicación Simplificada,Servicio,Servicio para EsSalud — paquete 24,Adjudicado,2024-09-28,2024-11-02,35,2,392346.0,337619.93,Proveedor B4,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00575,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 25,Adjudicado,2021-04-18,2021-05-29,41,5,261710.57,231292.55,Proveedor K32,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00576,SEDAPAL,Subasta Inversa Electrónica,Bien,Bien para SEDAPAL — paquete 26,Adjudicado,2024-11-09,2024-12-08,29,1,358147.11,316066.58,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00577,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Obra,Obra para Arequipa — paquete 27,Adjudicado,2023-07-01,2023-09-08,69,1,588199.87,538720.03,Proveedor M37,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00578,EsSalud,Licitación Pública,Servicio,Servicio para EsSalud — paquete 28,Adjudicado,2018-07-11,2018-08-15,35,3,1497637.26,1407736.22,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00579,Ministerio de Educación,Subasta Inversa Electrónica,Servicio,Servicio para Educación — paquete 29,Adjudicado,2021-07-04,2021-08-02,29,1,400566.01,387775.78,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00580,Municipalidad de Trujillo,Contratación Directa,Bien,Bien para Trujillo — paquete 30,Desierto,2023-05-05,,,0,309511.49,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00581,EsSalud,Licitación Pública,Servicio,Servicio para EsSalud — paquete 31,Adjudicado,2022-02-07,2022-03-16,37,4,2729409.28,2705974.61,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00582,Municipalidad de Trujillo,Contratación Directa,Bien,Bien para Trujillo — paquete 32,Adjudicado,2019-03-03,2019-04-17,45,1,290172.4,243128.19,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00583,Municipalidad Provincial de Arequipa,Licitación Pública,Bien,Bien para Arequipa — paquete 33,Adjudicado,2024-02-01,2024-03-27,55,5,4223998.57,4030454.27,Proveedor G19,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00584,Ministerio del Interior,Contratación Directa,Obra,Obra para Interior — paquete 34,Adjudicado,2023-07-22,2023-09-07,47,2,622345.25,605140.55,Proveedor L35,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00585,Ministerio de Salud,Contratación Directa,Bien,Bien para Salud — paquete 35,Adjudicado,2018-07-26,2018-08-27,32,3,547316.75,535150.86,Proveedor R53,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00586,Ministerio de Salud,Subasta Inversa Electrónica,Servicio,Servicio para Salud — paquete 36,Adjudicado,2019-07-20,2019-08-28,39,3,179335.96,148840.86,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00587,Gobierno Regional de Cusco,Contratación Directa,Servicio,Servicio para Cusco — paquete 37,Nulo,2023-06-04,,,6,380590.26,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00588,EsSalud,Selección de Consultores Individuales,Servicio,Servicio para EsSalud — paquete 38,Adjudicado,2018-12-27,2019-03-13,76,5,120909.74,116158.49,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00589,Ministerio de Salud,Licitación Pública,Bien,Bien para Salud — paquete 39,Adjudicado,2018-05-23,2018-06-18,26,3,2707554.89,2503525.7,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00590,Municipalidad de Trujillo,Selección de Consultores Individuales,Bien,Bien para Trujillo — paquete 40,Desierto,2020-12-07,,,1,51325.49,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00591,Municipalidad Provincial de Arequipa,Comparación de Precios,Servicio,Servicio para Arequipa — paquete 41,Adjudicado,2019-12-28,2020-02-08,42,3,77567.26,66182.15,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00592,Ministerio de Salud,Subasta Inversa Electrónica,Bien,Bien para Salud — paquete 42,Adjudicado,2020-11-15,2020-12-31,46,4,318875.67,266483.82,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00593,Municipalidad Provincial de Arequipa,Concurso Público,Bien,Bien para Arequipa — paquete 43,Adjudicado,2023-10-11,2023-11-21,41,1,942974.7,922780.99,Proveedor T58,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00594,PRONIED,Contratación Directa,Bien,Bien para PRONIED — paquete 44,Adjudicado,2019-10-28,2019-11-12,15,3,1135194.32,1058778.89,Proveedor P45,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00595,PRONIED,Concurso Público,Bien,Bien para PRONIED — paquete 45,Desierto,2023-06-18,,,4,1293994.07,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00596,EsSalud,Subasta Inversa Electrónica,Obra,Obra para EsSalud — paquete 46,Adjudicado,2022-09-11,2022-11-03,53,4,168748.7,140401.68,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00597,PRONIED,Licitación Pública,Consultoría de Obra,Consultoría de Obra para PRONIED — paquete 47,Adjudicado,2021-03-29,2021-04-26,28,4,2045511.5,1678033.66,Proveedor E14,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00598,Ministerio de Educación,Licitación Pública,Bien,Bien para Educación — paquete 48,Adjudicado,2018-11-27,2018-12-10,13,2,1098235.76,952332.34,Proveedor F16,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00599,Gobierno Regional de Cusco,Concurso Público,Bien,Bien para Cusco — paquete 49,Adjudicado,2020-05-10,2020-06-24,45,4,1757693.96,1614011.8,Proveedor M37,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00600,Gobierno Regional de Cusco,Licitación Pública,Obra,Obra para Cusco — paquete 0,Adjudicado,2020-12-26,2021-02-03,39,2,1906451.53,1705983.29,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00601,Gobierno Regional de Lima,Adjudicación Simplificada,Bien,Bien para Lima — paquete 1,Adjudicado,2024-08-15,2024-09-25,41,2,345416.17,319455.46,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00602,Gobierno Regional de Lima,Subasta Inversa Electrónica,Servicio,Servicio para Lima — paquete 2,Cancelado,2018-01-03,,,2,165245.45,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00603,Ministerio de Salud,Selección de Consultores Individuales,Obra,Obra para Salud — paquete 3,Cancelado,2020-03-13,,,4,85603.26,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00604,Gobierno Regional de Lima,Contratación Directa,Bien,Bien para Lima — paquete 4,Adjudicado,2023-12-21,2024-01-23,33,3,736540.0,693297.49,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00605,Municipalidad de Trujillo,Contratación Directa,Bien,Bien para Trujillo — paquete 5,En convocatoria,2018-04-02,,,3,396293.22,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00606,Municipalidad de Trujillo,Subasta Inversa Electrónica,Servicio,Servicio para Trujillo — paquete 6,Desierto,2022-08-13,,,2,236818.82,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00607,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Servicio,Servicio para Arequipa — paquete 7,Nulo,2019-12-24,,,2,513594.34,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00608,Ministerio del Interior,Selección de Consultores Individuales,Obra,Obra para Interior — paquete 8,Adjudicado,2021-09-25,2021-10-26,31,3,41904.24,39648.82,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00609,EsSalud,Contratación Directa,Bien,Bien para EsSalud — paquete 9,Adjudicado,2018-03-03,2018-04-20,48,5,488824.08,431021.47,Proveedor B3,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00610,SEDAPAL,Contratación Directa,Servicio,Servicio para SEDAPAL — paquete 10,Adjudicado,2019-12-05,2019-12-27,22,5,429152.12,415449.67,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00611,Municipalidad Provincial de Arequipa,Contratación Directa,Obra,Obra para Arequipa — paquete 11,Desierto,2024-06-25,,,1,835614.08,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00612,Gobierno Regional de Cusco,Subasta Inversa Electrónica,Servicio,Servicio para Cusco — paquete 12,Adjudicado,2025-09-06,2025-10-01,25,4,160339.72,157827.38,Proveedor E14,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00613,Municipalidad de Trujillo,Concurso Público,Obra,Obra para Trujillo — paquete 13,En convocatoria,2018-12-24,,,4,713930.43,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00614,Ministerio de Salud,Concurso Público,Obra,Obra para Salud — paquete 14,Adjudicado,2025-02-18,2025-04-04,45,2,2703001.41,2369028.62,Proveedor M37,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00615,SEDAPAL,Subasta Inversa Electrónica,Bien,Bien para SEDAPAL — paquete 15,Desierto,2025-10-14,,,2,146160.54,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00616,Municipalidad Provincial de Arequipa,Contratación Directa,Servicio,Servicio para Arequipa — paquete 16,Adjudicado,2023-03-09,2023-04-28,50,2,930825.41,867081.37,Proveedor E14,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00617,Gobierno Regional de Lima,Adjudicación Simplificada,Bien,Bien para Lima — paquete 17,Adjudicado,2019-09-14,2019-10-30,46,3,406646.59,362290.39,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00618,SEDAPAL,Licitación Pública,Bien,Bien para SEDAPAL — paquete 18,Adjudicado,2023-03-29,2023-05-23,55,6,4076945.21,3692448.9,Proveedor B3,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00619,Municipalidad de Trujillo,Adjudicación Simplificada,Obra,Obra para Trujillo — paquete 19,Adjudicado,2020-06-12,2020-08-24,73,4,300563.73,296178.85,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-00620,PRONIED,Contratación Directa,Consultoría de Obra,Consultoría de Obra para PRONIED — paquete 20,Adjudicado,2020-09-14,2020-10-16,32,2,543257.16,542634.23,Proveedor P45,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-00621,Ministerio de Educación,Adjudicación Simplificada,Servicio,Servicio para Educación — paquete 21,Adjudicado,2022-09-05,2022-10-10,35,3,612117.5,502429.61,Proveedor T58,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-00622,Ministerio de Salud,Comparación de Precios,Servicio,Servicio para Salud — paquete 22,Adjudicado,2019-03-01,2019-04-11,41,3,91304.65,81555.15,Proveedor E13,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-00623,Ministerio del Interior,Adjudicación Simplificada,Servicio,Servicio para Interior — paquete 23,Cancelado,2020-06-18,,,1,427597.51,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-00624,PRONIED,Adjudicación Simplificada,Obra,Obra para PRONIED — paquete 24,Adjudicado,2025-07-14,2025-09-11,59,4,462935.5,387173.0,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-00625,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 25,En convocatoria,2021-01-12,,,5,135395.51,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-00626,SEDAPAL,Licitación Pública,Bien,Bien para SEDAPAL — paquete 26,Adjudicado,2023-01-17,2023-01-30,13,4,4285352.04,3795079.31,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-00627,Ministerio de Educación,Adjudicación Simplificada,Bien,Bien para Educación — paquete 27,Desierto,2018-11-01,,,4,221984.66,0.0,,MUESTRA SINTÉTICA (no es dato real)
